InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPurchaseValue
536367,22623,BOX OF VINTAGE JIGSAW BLOCKS ,0.7649509803921568,2010-12-01 08:34:00,0.01677966101694915,0.11156741957563332,United Kingdom,0.012835618145563308
536367,22622,BOX OF VINTAGE ALPHABET BLOCKS,0.7648692810457516,2010-12-01 08:34:00,0.03372881355932203,0.11156741957563332,United Kingdom,0.025798133377644836
536367,21754,HOME BUILDING BLOCK WORD,0.7649509803921568,2010-12-01 08:34:00,0.02016949152542373,0.11156741957563332,United Kingdom,0.01542867231638418
536367,21755,LOVE BUILDING BLOCK WORD,0.7649509803921568,2010-12-01 08:34:00,0.02016949152542373,0.11156741957563332,United Kingdom,0.01542867231638418
536367,21777,RECIPE BOX WITH METAL HEART,0.765032679738562,2010-12-01 08:34:00,0.02694915254237288,0.11156741957563332,United Kingdom,0.020616982386174806
536367,48187,DOORMAT NEW ENGLAND,0.765032679738562,2010-12-01 08:34:00,0.02694915254237288,0.11156741957563332,United Kingdom,0.020616982386174806
536368,22960,JAM MAKING SET WITH JARS,0.7651960784313725,2010-12-01 08:34:00,0.01440677966101695,0.11156741957563332,United Kingdom,0.011024011299435027
536368,22913,RED COAT RACK PARIS FASHION,0.7649509803921568,2010-12-01 08:34:00,0.01677966101694915,0.11156741957563332,United Kingdom,0.012835618145563308
536368,22912,YELLOW COAT RACK PARIS FASHION,0.7649509803921568,2010-12-01 08:34:00,0.01677966101694915,0.11156741957563332,United Kingdom,0.012835618145563308
536368,22914,BLUE COAT RACK PARIS FASHION,0.7649509803921568,2010-12-01 08:34:00,0.01677966101694915,0.11156741957563332,United Kingdom,0.012835618145563308
536369,21756,BATH BUILDING BLOCK WORD,0.7649509803921568,2010-12-01 08:35:00,0.02016949152542373,0.11156741957563332,United Kingdom,0.01542867231638418
536370,22728,ALARM CLOCK BAKELIKE PINK,0.7666666666666666,2010-12-01 08:45:00,0.01271186440677966,0.032169746748802464,France,0.009745762711864406
536370,22727,ALARM CLOCK BAKELIKE RED ,0.7666666666666666,2010-12-01 08:45:00,0.01271186440677966,0.032169746748802464,France,0.009745762711864406
536370,22726,ALARM CLOCK BAKELIKE GREEN,0.7656862745098039,2010-12-01 08:45:00,0.01271186440677966,0.032169746748802464,France,0.009733300099700895
536370,21724,PANDA AND BUNNIES STICKER SHEET,0.7656862745098039,2010-12-01 08:45:00,0.0028813559322033895,0.032169746748802464,France,0.0022062146892655363
536370,21883,STARS GIFT TAPE ,0.7666666666666666,2010-12-01 08:45:00,0.0022033898305084745,0.032169746748802464,France,0.0016892655367231637
536370,10002,INFLATABLE POLITICAL GLOBE ,0.7686274509803921,2010-12-01 08:45:00,0.0028813559322033895,0.032169746748802464,France,0.0022146892655367225
536370,21791,VINTAGE HEADS AND TAILS CARD GAME ,0.7666666666666666,2010-12-01 08:45:00,0.00423728813559322,0.032169746748802464,France,0.0032485875706214687
536370,21035,SET/2 RED RETROSPOT TEA TOWELS ,0.7661764705882352,2010-12-01 08:45:00,0.01,0.032169746748802464,France,0.007661764705882352
536370,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,0.7666666666666666,2010-12-01 08:45:00,0.01,0.032169746748802464,France,0.007666666666666666
536370,22629,SPACEBOY LUNCH BOX ,0.7666666666666666,2010-12-01 08:45:00,0.006610169491525424,0.032169746748802464,France,0.005067796610169491
536370,22659,LUNCH BOX I LOVE LONDON,0.7666666666666666,2010-12-01 08:45:00,0.006610169491525424,0.032169746748802464,France,0.005067796610169491
536370,22631,CIRCUS PARADE LUNCH BOX ,0.7666666666666666,2010-12-01 08:45:00,0.006610169491525424,0.032169746748802464,France,0.005067796610169491
536370,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.7663398692810457,2010-12-01 08:45:00,0.0028813559322033895,0.032169746748802464,France,0.002208097928436911
536370,21731,RED TOADSTOOL LED NIGHT LIGHT,0.7666666666666666,2010-12-01 08:45:00,0.00559322033898305,0.032169746748802464,France,0.0042881355932203385
536370,22900, SET 2 TEA TOWELS I LOVE LONDON ,0.7666666666666666,2010-12-01 08:45:00,0.01,0.032169746748802464,France,0.007666666666666666
536370,21913,VINTAGE SEASIDE JIGSAW PUZZLES,0.7656862745098039,2010-12-01 08:45:00,0.01271186440677966,0.032169746748802464,France,0.009733300099700895
536370,22540,MINI JIGSAW CIRCUS PARADE ,0.7666666666666666,2010-12-01 08:45:00,0.0014237288135593219,0.032169746748802464,France,0.0010915254237288134
536370,22544,MINI JIGSAW SPACEBOY,0.7666666666666666,2010-12-01 08:45:00,0.0014237288135593219,0.032169746748802464,France,0.0010915254237288134
536370,22492,MINI PAINT SET VINTAGE ,0.7676470588235293,2010-12-01 08:45:00,0.0022033898305084745,0.032169746748802464,France,0.0016914257228315052
536370,POST,POSTAGE,0.7649509803921568,2010-12-01 08:45:00,0.06101694915254237,0.032169746748802464,France,0.046674975074775665
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.7712418300653594,2010-12-01 09:00:00,0.008644067796610169,0.23151950718685832,United Kingdom,0.006666666666666665
536372,22632,HAND WARMER RED POLKA DOT,0.7651960784313725,2010-12-01 09:01:00,0.006271186440677966,0.9334360027378508,United Kingdom,0.0047986872715187765
536372,22633,HAND WARMER UNION JACK,0.7651960784313725,2010-12-01 09:01:00,0.006271186440677966,0.9334360027378508,United Kingdom,0.0047986872715187765
536373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.7651960784313725,2010-12-01 09:02:00,0.008644067796610169,0.9334360027378508,United Kingdom,0.006614406779661016
536373,71053,WHITE METAL LANTERN,0.7651960784313725,2010-12-01 09:02:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536373,84406B,CREAM CUPID HEARTS COAT HANGER,0.765359477124183,2010-12-01 09:02:00,0.009322033898305085,0.9334360027378508,United Kingdom,0.007134706990140689
536373,20679,EDWARDIAN PARASOL RED,0.7651960784313725,2010-12-01 09:02:00,0.01677966101694915,0.9334360027378508,United Kingdom,0.012839730807577266
536373,37370,RETRO COFFEE MUGS ASSORTED,0.7651960784313725,2010-12-01 09:02:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536373,21871,SAVE THE PLANET MUG,0.7651960784313725,2010-12-01 09:02:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536373,21071,VINTAGE BILLBOARD DRINK ME MUG,0.7651960784313725,2010-12-01 09:02:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536373,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0.7651960784313725,2010-12-01 09:02:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536373,82483,WOOD 2 DRAWER CABINET WHITE FINISH,0.7648692810457516,2010-12-01 09:02:00,0.01677966101694915,0.9334360027378508,United Kingdom,0.012834247258225323
536373,82486,WOOD S/3 CABINET ANT WHITE FINISH,0.765032679738562,2010-12-01 09:02:00,0.023559322033898305,0.9334360027378508,United Kingdom,0.01802365126841697
536373,82482,WOODEN PICTURE FRAME WHITE FINISH,0.7651960784313725,2010-12-01 09:02:00,0.00711864406779661,0.9334360027378508,United Kingdom,0.00544715852442672
536373,82494L,WOODEN FRAME ANTIQUE WHITE ,0.7651960784313725,2010-12-01 09:02:00,0.008644067796610169,0.9334360027378508,United Kingdom,0.006614406779661016
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,0.7651960784313725,2010-12-01 09:02:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536373,84029E,RED WOOLLY HOTTIE WHITE HEART.,0.7651960784313725,2010-12-01 09:02:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536373,22752,SET 7 BABUSHKA NESTING BOXES,0.7648692810457516,2010-12-01 09:02:00,0.02593220338983051,0.9334360027378508,United Kingdom,0.019834745762711863
536373,21730,GLASS STAR FROSTED T-LIGHT HOLDER,0.7651960784313725,2010-12-01 09:02:00,0.01440677966101695,0.9334360027378508,United Kingdom,0.011024011299435027
536374,21258,VICTORIAN SEWING BOX LARGE,0.7673202614379084,2010-12-01 09:09:00,0.03711864406779661,0.4628678986995207,United Kingdom,0.02848188767032236
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.7651960784313725,2010-12-01 09:32:00,0.008644067796610169,0.9334360027378508,United Kingdom,0.006614406779661016
536375,71053,WHITE METAL LANTERN,0.7651960784313725,2010-12-01 09:32:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536375,84406B,CREAM CUPID HEARTS COAT HANGER,0.765359477124183,2010-12-01 09:32:00,0.009322033898305085,0.9334360027378508,United Kingdom,0.007134706990140689
536375,20679,EDWARDIAN PARASOL RED,0.7651960784313725,2010-12-01 09:32:00,0.01677966101694915,0.9334360027378508,United Kingdom,0.012839730807577266
536375,37370,RETRO COFFEE MUGS ASSORTED,0.7651960784313725,2010-12-01 09:32:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536375,21871,SAVE THE PLANET MUG,0.7651960784313725,2010-12-01 09:32:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536375,21071,VINTAGE BILLBOARD DRINK ME MUG,0.7651960784313725,2010-12-01 09:32:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,0.7651960784313725,2010-12-01 09:32:00,0.003593220338983051,0.9334360027378508,United Kingdom,0.0027495181123296775
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,0.7648692810457516,2010-12-01 09:32:00,0.01677966101694915,0.9334360027378508,United Kingdom,0.012834247258225323
536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,0.765032679738562,2010-12-01 09:32:00,0.023559322033898305,0.9334360027378508,United Kingdom,0.01802365126841697
536375,82482,WOODEN PICTURE FRAME WHITE FINISH,0.7651960784313725,2010-12-01 09:32:00,0.00711864406779661,0.9334360027378508,United Kingdom,0.00544715852442672
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,0.7651960784313725,2010-12-01 09:32:00,0.008644067796610169,0.9334360027378508,United Kingdom,0.006614406779661016
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,0.7651960784313725,2010-12-01 09:32:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,0.7651960784313725,2010-12-01 09:32:00,0.011491525423728813,0.9334360027378508,United Kingdom,0.008793270189431704
536375,22752,SET 7 BABUSHKA NESTING BOXES,0.7648692810457516,2010-12-01 09:32:00,0.02593220338983051,0.9334360027378508,United Kingdom,0.019834745762711863
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,0.7651960784313725,2010-12-01 09:32:00,0.01440677966101695,0.9334360027378508,United Kingdom,0.011024011299435027
536376,22114,HOT WATER BOTTLE TEA AND SYMPATHY,0.7686274509803921,2010-12-01 09:32:00,0.011694915254237288,0.4955509924709105,United Kingdom,0.00898903290129611
536376,21733,RED HANGING HEART T-LIGHT HOLDER,0.7699346405228757,2010-12-01 09:32:00,0.008644067796610169,0.4955509924709105,United Kingdom,0.0066553672316384165
536377,22632,HAND WARMER RED POLKA DOT,0.7651960784313725,2010-12-01 09:34:00,0.006271186440677966,0.9334360027378508,United Kingdom,0.0047986872715187765
536377,22633,HAND WARMER UNION JACK,0.7651960784313725,2010-12-01 09:34:00,0.006271186440677966,0.9334360027378508,United Kingdom,0.0047986872715187765
536378,22386,JUMBO BAG PINK POLKADOT,0.7655228758169934,2010-12-01 09:37:00,0.006610169491525424,0.3923682409308693,United Kingdom,0.005060235958790295
536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.7655228758169934,2010-12-01 09:37:00,0.006610169491525424,0.3923682409308693,United Kingdom,0.005060235958790295
536378,21033,JUMBO BAG CHARLIE AND LOLA TOYS,0.7655228758169934,2010-12-01 09:37:00,0.01,0.3923682409308693,United Kingdom,0.007655228758169934
536378,20723,STRAWBERRY CHARLOTTE BAG,0.7655228758169934,2010-12-01 09:37:00,0.0028813559322033895,0.3923682409308693,United Kingdom,0.0022057438794726926
536378,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,0.7656862745098039,2010-12-01 09:37:00,0.01271186440677966,0.3923682409308693,United Kingdom,0.009733300099700895
536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,0.7651960784313725,2010-12-01 09:37:00,0.01271186440677966,0.3923682409308693,United Kingdom,0.009727068793619141
536378,21094,SET/6 RED SPOTTY PAPER PLATES,0.7656862745098039,2010-12-01 09:37:00,0.0028813559322033895,0.3923682409308693,United Kingdom,0.0022062146892655363
536378,20725,LUNCH BAG RED RETROSPOT,0.7655228758169934,2010-12-01 09:37:00,0.00559322033898305,0.3923682409308693,United Kingdom,0.004281738118976404
536378,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,0.7651960784313725,2010-12-01 09:37:00,0.008644067796610169,0.3923682409308693,United Kingdom,0.006614406779661016
536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,0.7651960784313725,2010-12-01 09:37:00,0.008644067796610169,0.3923682409308693,United Kingdom,0.006614406779661016
536378,21212,PACK OF 72 RETROSPOT CAKE CASES,0.7745098039215685,2010-12-01 09:37:00,0.0014237288135593219,0.3923682409308693,United Kingdom,0.0011026919242273178
536378,21975,PACK OF 60 DINOSAUR CAKE CASES,0.7666666666666666,2010-12-01 09:37:00,0.001864406779661017,0.3923682409308693,United Kingdom,0.0014293785310734463
536378,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.7666666666666666,2010-12-01 09:37:00,0.001864406779661017,0.3923682409308693,United Kingdom,0.0014293785310734463
536378,84991,60 TEATIME FAIRY CAKE CASES,0.7666666666666666,2010-12-01 09:37:00,0.001864406779661017,0.3923682409308693,United Kingdom,0.0014293785310734463
536378,84519A,TOMATO CHARLIE+LOLA COASTER SET,0.7651960784313725,2010-12-01 09:37:00,0.01,0.3923682409308693,United Kingdom,0.007651960784313725
536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,0.7686274509803921,2010-12-01 09:37:00,0.00423728813559322,0.3923682409308693,United Kingdom,0.003256895978730475
536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.7725490196078431,2010-12-01 09:37:00,0.0012881355932203389,0.3923682409308693,United Kingdom,0.00099514788966434
536378,21931,JUMBO STORAGE BAG SUKI,0.7655228758169934,2010-12-01 09:37:00,0.006610169491525424,0.3923682409308693,United Kingdom,0.005060235958790295
536378,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.7655228758169934,2010-12-01 09:37:00,0.006610169491525424,0.3923682409308693,United Kingdom,0.005060235958790295
536380,22961,JAM MAKING SET PRINTED,0.7666666666666666,2010-12-01 09:41:00,0.004915254237288135,0.9264202600958247,United Kingdom,0.0037683615819209034
536381,22139,RETROSPOT TEA SET CERAMIC 11 PC ,0.7665849673202614,2010-12-01 09:41:00,0.01440677966101695,0.49897330595482536,United Kingdom,0.011044020715630884
536381,84854,GIRLY PINK TOOL SET,0.7651143790849673,2010-12-01 09:41:00,0.01677966101694915,0.49897330595482536,United Kingdom,0.012838359920239281
536381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.7655228758169934,2010-12-01 09:41:00,0.006610169491525424,0.49897330595482536,United Kingdom,0.005060235958790295
536381,82567,"AIRLINE LOUNGE,METAL SIGN",0.7648692810457516,2010-12-01 09:41:00,0.00711864406779661,0.49897330595482536,United Kingdom,0.0054448321701561974
536381,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,0.7651960784313725,2010-12-01 09:41:00,0.00423728813559322,0.49897330595482536,United Kingdom,0.003242356264539714
536381,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,0.7666666666666666,2010-12-01 09:41:00,0.00423728813559322,0.49897330595482536,United Kingdom,0.0032485875706214687
536381,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,0.7666666666666666,2010-12-01 09:41:00,0.00423728813559322,0.49897330595482536,United Kingdom,0.0032485875706214687
536381,71270,PHOTO CLIP LINE,0.7647875816993464,2010-12-01 09:41:00,0.00423728813559322,0.49897330595482536,United Kingdom,0.003240625346183671
536381,22262,FELT EGG COSY CHICKEN,0.7647875816993464,2010-12-01 09:41:00,0.0028813559322033895,0.49897330595482536,United Kingdom,0.002203625235404896
536381,22637,PIGGY BANK RETROSPOT ,0.7647875816993464,2010-12-01 09:41:00,0.008644067796610169,0.49897330595482536,United Kingdom,0.006610875706214688
536381,21934,SKULL SHOULDER BAG,0.7655228758169934,2010-12-01 09:41:00,0.00559322033898305,0.49897330595482536,United Kingdom,0.004281738118976404
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,0.7649509803921568,2010-12-01 09:41:00,0.005728813559322033,0.49897330595482536,United Kingdom,0.004382261548687271
536381,21166,COOK WITH WINE METAL SIGN ,0.7647875816993464,2010-12-01 09:41:00,0.006610169491525424,0.49897330595482536,United Kingdom,0.005055375540046527
536381,21175,GIN + TONIC DIET METAL SIGN,0.7648692810457516,2010-12-01 09:41:00,0.00711864406779661,0.49897330595482536,United Kingdom,0.0054448321701561974
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,0.7647875816993464,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.0076478758169934635
536381,37444C,PINK BREAKFAST CUP AND SAUCER ,0.7647875816993464,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.0076478758169934635
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.765032679738562,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.007650326797385621
536381,22083,PAPER CHAIN KIT RETROSPOT,0.7647875816993464,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.0076478758169934635
536381,84971S,SMALL HEART FLOWERS HOOK ,0.7651960784313725,2010-12-01 09:41:00,0.0028813559322033895,0.49897330595482536,United Kingdom,0.002204802259887005
536381,71270,PHOTO CLIP LINE,0.7649509803921568,2010-12-01 09:41:00,0.00423728813559322,0.49897330595482536,United Kingdom,0.003241317713526088
536381,47580,TEA TIME DES TEA COSY,0.7648692810457516,2010-12-01 09:41:00,0.008644067796610169,0.49897330595482536,United Kingdom,0.006611581920903954
536381,22261,FELT EGG COSY WHITE RABBIT ,0.7647875816993464,2010-12-01 09:41:00,0.0028813559322033895,0.49897330595482536,United Kingdom,0.002203625235404896
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,0.7647875816993464,2010-12-01 09:41:00,0.0028813559322033895,0.49897330595482536,United Kingdom,0.002203625235404896
536381,22644,CERAMIC CHERRY CAKE MONEY BANK,0.7647875816993464,2010-12-01 09:41:00,0.004915254237288135,0.49897330595482536,United Kingdom,0.003759125401573058
536381,21533,RETROSPOT LARGE MILK JUG,0.7647875816993464,2010-12-01 09:41:00,0.01677966101694915,0.49897330595482536,United Kingdom,0.012832876370887336
536381,21557,SET OF 6 FUNKY BEAKERS,0.7648692810457516,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.007648692810457516
536381,15056BL,EDWARDIAN PARASOL BLACK,0.7648692810457516,2010-12-01 09:41:00,0.02016949152542373,0.49897330595482536,United Kingdom,0.015427024482109229
536381,15056N,EDWARDIAN PARASOL NATURAL,0.7648692810457516,2010-12-01 09:41:00,0.02016949152542373,0.49897330595482536,United Kingdom,0.015427024482109229
536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,0.765032679738562,2010-12-01 09:41:00,0.004915254237288135,0.49897330595482536,United Kingdom,0.003760330120748864
536381,22176,BLUE OWL SOFT TOY,0.7647875816993464,2010-12-01 09:41:00,0.01,0.49897330595482536,United Kingdom,0.0076478758169934635
536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,0.7647875816993464,2010-12-01 09:41:00,0.006610169491525424,0.49897330595482536,United Kingdom,0.005055375540046527
536381,21731,RED TOADSTOOL LED NIGHT LIGHT,0.7648692810457516,2010-12-01 09:41:00,0.00559322033898305,0.49897330595482536,United Kingdom,0.004278082419408441
536381,22778,GLASS CLOCHE SMALL,0.7649509803921568,2010-12-01 09:41:00,0.013389830508474577,0.49897330595482536,United Kingdom,0.01024256397474244
536381,22719,GUMBALL MONOCHROME COAT RACK,0.7676470588235293,2010-12-01 09:41:00,0.003593220338983051,0.49897330595482536,United Kingdom,0.0027583250249252245
536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,0.7655228758169934,2010-12-01 09:41:00,0.02288135593220339,0.49897330595482536,United Kingdom,0.017516201395812562
C536379,D,Discount,0.7646241830065359,2010-12-01 09:41:00,0.09322033898305085,0.3648186173853527,United Kingdom,0.07127852553450759
536382,10002,INFLATABLE POLITICAL GLOBE ,0.7656862745098039,2010-12-01 09:45:00,0.0028813559322033895,0.6336413415468858,United Kingdom,0.0022062146892655363
536382,21912,VINTAGE SNAKES & LADDERS,0.765359477124183,2010-12-01 09:45:00,0.01271186440677966,0.6336413415468858,United Kingdom,0.009729145895646392
536382,21832,CHOCOLATE CALCULATOR,0.7656862745098039,2010-12-01 09:45:00,0.00559322033898305,0.6336413415468858,United Kingdom,0.004282652043868394
536382,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.7655228758169934,2010-12-01 09:45:00,0.006610169491525424,0.6336413415468858,United Kingdom,0.005060235958790295
536382,22379,RECYCLING BAG RETROSPOT ,0.7655228758169934,2010-12-01 09:45:00,0.00711864406779661,0.6336413415468858,United Kingdom,0.005449484878697241
536382,22381,TOY TIDY PINK POLKADOT,0.7687908496732025,2010-12-01 09:45:00,0.006271186440677966,0.6336413415468858,United Kingdom,0.004821230752187881
536382,22798,ANTIQUE GLASS DRESSING TABLE POT,0.765359477124183,2010-12-01 09:45:00,0.01,0.6336413415468858,United Kingdom,0.00765359477124183
536382,22726,ALARM CLOCK BAKELIKE GREEN,0.765032679738562,2010-12-01 09:45:00,0.01271186440677966,0.6336413415468858,United Kingdom,0.00972499169159189
536382,22926,IVORY GIANT GARDEN THERMOMETER,0.7656862745098039,2010-12-01 09:45:00,0.02016949152542373,0.6336413415468858,United Kingdom,0.015443502824858757
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,0.7648692810457516,2010-12-01 09:45:00,0.050677966101694914,0.6336413415468858,United Kingdom,0.03876201949706436
536382,22838,3 TIER CAKE TIN RED AND CREAM,0.7648692810457516,2010-12-01 09:45:00,0.050677966101694914,0.6336413415468858,United Kingdom,0.03876201949706436
536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,0.765032679738562,2010-12-01 09:45:00,0.057457627118644064,0.6336413415468858,United Kingdom,0.04395696244599534
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,0.7646241830065359,2010-12-01 09:49:00,0.01576271186440678,0.49897330595482536,United Kingdom,0.012052550681289464
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,0.7649509803921568,2010-12-01 09:53:00,0.021864406779661016,0.9717659137577002,United Kingdom,0.016725199401794615
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.7686274509803921,2010-12-01 09:53:00,0.0022033898305084745,0.9717659137577002,United Kingdom,0.001693585908939847
536384,22464,HANGING METAL HEART LANTERN,0.7656862745098039,2010-12-01 09:53:00,0.00559322033898305,0.9717659137577002,United Kingdom,0.004282652043868394
536384,21324,HANGING MEDINA LANTERN SMALL,0.7651960784313725,2010-12-01 09:53:00,0.01,0.9717659137577002,United Kingdom,0.007651960784313725
536384,22457,NATURAL SLATE HEART CHALKBOARD ,0.7656862745098039,2010-12-01 09:53:00,0.01,0.9717659137577002,United Kingdom,0.007656862745098039
536384,22469,HEART OF WICKER SMALL,0.7679738562091503,2010-12-01 09:53:00,0.004915254237288135,0.9717659137577002,United Kingdom,0.003774786750858535
536384,22470,HEART OF WICKER LARGE,0.7679738562091503,2010-12-01 09:53:00,0.008644067796610169,0.9717659137577002,United Kingdom,0.006638418079096044
536384,22224,WHITE LOVEBIRD LANTERN,0.7651960784313725,2010-12-01 09:53:00,0.01,0.9717659137577002,United Kingdom,0.007651960784313725
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,0.7648692810457516,2010-12-01 09:53:00,0.043220338983050846,0.9717659137577002,United Kingdom,0.03305790960451977
536384,22189,CREAM HEART CARD HOLDER,0.765032679738562,2010-12-01 09:53:00,0.013389830508474577,0.9717659137577002,United Kingdom,0.010243657915143459
536384,22427,ENAMEL FLOWER JUG CREAM,0.7649509803921568,2010-12-01 09:53:00,0.02016949152542373,0.9717659137577002,United Kingdom,0.01542867231638418
536384,22428,ENAMEL FIRE BUCKET CREAM,0.7651960784313725,2010-12-01 09:53:00,0.023559322033898305,0.9717659137577002,United Kingdom,0.01802750083084081
536384,22424,ENAMEL BREAD BIN CREAM,0.765359477124183,2010-12-01 09:53:00,0.03711864406779661,0.9717659137577002,United Kingdom,0.028409106015287466
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,0.7647875816993464,2010-12-01 09:56:00,0.0676271186440678,0.8598562628336754,United Kingdom,0.05172038052509139
